,description,rooms,m2,bathrooms,price,links
1662,"3-room flat via Aristotile Fioravanti 34/36, Paolo Sarpi, Milan",3,69m²,1,"€ 477,000",https://www.immobiliare.it/en/annunci/108071321/
1663,"2-room flat via Aristotile Fioravanti 34/36, Paolo Sarpi, Milan",2,76m²,1,"€ 545,000",https://www.immobiliare.it/en/annunci/108070163/
1664,"2-room flat via Treviso, Cimiano, Milan",2,55m²,1,"€ 160,000",https://www.immobiliare.it/en/annunci/108023893/
1665,"4-room flat via Fontana 19, Guastalla, Milan",4,130m²,3+,"€ 1,090,000",https://www.immobiliare.it/en/annunci/108016401/
1666,"Apartment via San Damiano 5, San Babila, Milan",5,150m²,3,Price on application,https://www.immobiliare.it/en/annunci/108016225/
1667,"Loft via Bullona 12, Sempione, Milan",3,90m²,1,"€ 580,000",https://www.immobiliare.it/en/annunci/108091129/
1668,"Studio via Caccialepori 41, San Siro, Milan",1,38m²,1,"€ 184,000",https://www.immobiliare.it/en/annunci/108009751/
1669,"2-room flat via Mac mahon 80, Ghisolfa - Mac Mahon, Milan",2,57m²,1,"€ 269,000",https://www.immobiliare.it/en/annunci/108023263/
1670,"4-room flat via Coluccio Salutati, Vercelli - Wagner, Milan",4,100m²,2,"€ 820,000",https://www.immobiliare.it/en/annunci/108007971/
1671,"Studio good condition, first floor, Corso San Gottardo, Milan",1,38m²,1,"€ 220,000",https://www.immobiliare.it/en/annunci/108009457/
1672,"Loft via legnone, Dergano, Milan",1,55m²,1,"€ 79,000",https://www.immobiliare.it/en/annunci/108022565/
1673,"4-room flat via Marcello Prestinari 20, Bovisa, Milan",4,134m²,2,"€ 670,000",https://www.immobiliare.it/en/annunci/108021977/
1674,"2-room flat via Vittoria Colonna 51, De Angeli, Milan",2,60m²,M,"€ 365,000",https://www.immobiliare.it/en/annunci/108017993/
1675,"3-room flat via Melchiorre Gioia, Centrale, Milan",3,141m²,2,"€ 800,000",https://www.immobiliare.it/en/annunci/108015693/
1676,"3-room flat via Molinetto di Lorenteggio, Giambellino, Milan",3,100m²,1,"€ 260,000",https://www.immobiliare.it/en/annunci/108031603/
1677,"3-room flat via Terenzio Mamiani 14, Cimiano, Milan",3,83m²,2,"€ 445,000",https://www.immobiliare.it/en/annunci/108314255/
1678,"3-room flat via Santander, Famagosta, Milan",3,101m²,1,"€ 499,000",https://www.immobiliare.it/en/annunci/108018289/
1679,"3-room flat via Beato Angelico, Città Studi, Milan",3,95m²,1,"€ 606,000",https://www.immobiliare.it/en/annunci/108306457/
1680,"4-room flat viale Romagna, Città Studi, Milan",4,115m²,1,"€ 751,000",https://www.immobiliare.it/en/annunci/108305575/
1681,"Apartment via Giovanni Scheiwiller, Lodi - Brenta, Milan",5,165m²,2,"€ 900,000",https://www.immobiliare.it/en/annunci/108305009/
1682,"3-room flat via Giulio E Corrado Venini, Rovereto, Milan",3,90m²,2,"€ 467,000",https://www.immobiliare.it/en/annunci/108306193/
1683,"3-room flat via Piave, Porta Venezia, Milan",3,120m²,2,"€ 983,000",https://www.immobiliare.it/en/annunci/108306057/
1684,"2-room flat via Giuditta Sidoli, Città Studi, Milan",2,75m²,1,"€ 515,000",https://www.immobiliare.it/en/annunci/108306061/
1685,"3-room flat via Faruffini, De Angeli, Milan",3,100m²,2,"€ 839,000",https://www.immobiliare.it/en/annunci/108306029/
1686,"4-room flat via Bernina, Farini, Milan",4,125m²,2,"€ 757,000",https://www.immobiliare.it/en/annunci/108305521/
1687,"4-room flat via Giuseppe Ferrari, Isola, Milan",4,100m²,2,"€ 954,000",https://www.immobiliare.it/en/annunci/108305069/
1688,"Apartment viale Abruzzi, Città Studi, Milan",5,195m²,3,"€ 1,214,000",https://www.immobiliare.it/en/annunci/108305027/
1689,"3-room flat via Ignazio Ciaia, Dergano, Milan",3,95m²,1,"€ 426,000",https://www.immobiliare.it/en/annunci/108306413/
1690,"4-room flat via Giovanni Rotondi, Sempione, Milan",4,120m²,2,"€ 1,003,000",https://www.immobiliare.it/en/annunci/108305503/
1691,"4-room flat via Giacomo Boni, Washington, Milan",4,270m²,3,"€ 1,967,000",https://www.immobiliare.it/en/annunci/108305051/
1692,"2-room flat via Ruggiero Di Lauria, Sempione, Milan",2,80m²,1,"€ 616,000",https://www.immobiliare.it/en/annunci/108306401/
1693,"3-room flat via Luigi Federico Menabrea, Farini, Milan",3,100m²,2,"€ 648,000",https://www.immobiliare.it/en/annunci/108306145/
1694,"4-room flat via Sofocle, City Life, Milan",4,90m²,2,"€ 872,000",https://www.immobiliare.it/en/annunci/108305477/
1695,"4-room flat largo Isabella D Aragona, Bocconi, Milan",4,200m²,3,"€ 1,348,000",https://www.immobiliare.it/en/annunci/108305035/
1696,"3-room flat via Bernardo Zamagna, San Siro, Milan",3,115m²,1,"€ 546,000",https://www.immobiliare.it/en/annunci/108306047/
1697,"3-room flat via Roberto Sarfatti, Bocconi, Milan",3,110m²,1,"€ 778,000",https://www.immobiliare.it/en/annunci/108305519/
1698,"3-room flat viale Corsica, Porta Vittoria, Milan",3,100m²,1,"€ 600,000",https://www.immobiliare.it/en/annunci/108306017/
1699,"2-room flat viale Campania, Plebisciti - Susa, Milan",2,75m²,1,"€ 513,000",https://www.immobiliare.it/en/annunci/108306083/
1700,"4-room flat viale Monte Ceneri, Ghisolfa - Mac Mahon, Milan",4,165m²,2,"€ 675,000",https://www.immobiliare.it/en/annunci/108305007/
1701,"Apartment via Mancini, Piave - Tricolore, Milan",5,180m²,2,"€ 1,445,000",https://www.immobiliare.it/en/annunci/108304979/
1702,"4-room flat via Rembrandt, Piazzale Siena, Milan",4,145m²,1,"€ 641,000",https://www.immobiliare.it/en/annunci/108304967/
1703,"2-room flat via Dei Fontanili, Ripamonti, Milan",2,75m²,1,"€ 451,000",https://www.immobiliare.it/en/annunci/108305453/
1704,"4-room flat viale Tunisia, Buenos Aires, Milan",4,140m²,2,"€ 967,000",https://www.immobiliare.it/en/annunci/108305565/
1705,"4-room flat via Luigi Soderini, Bande Nere, Milan",4,150m²,2,"€ 903,000",https://www.immobiliare.it/en/annunci/108304971/
1706,"3-room flat via Maestri Campionesi, Cadore, Milan",3,85m²,1,"€ 600,000",https://www.immobiliare.it/en/annunci/108306405/
1707,"3-room flat piazza Fidia, Isola, Milan",3,90m²,1,"€ 693,000",https://www.immobiliare.it/en/annunci/108306397/
1708,"4-room flat via Soperga, Pasteur, Milan",4,150m²,1,"€ 736,000",https://www.immobiliare.it/en/annunci/108305573/
1709,"4-room flat via Biella, Famagosta, Milan",4,120m²,1,"€ 494,000",https://www.immobiliare.it/en/annunci/108305457/
1710,"3-room flat via Teodosio, Città Studi, Milan",3,75m²,2,"€ 540,000",https://www.immobiliare.it/en/annunci/108306489/
1711,"3-room flat via Gaetano Strambio, Città Studi, Milan",3,80m²,1,"€ 495,000",https://www.immobiliare.it/en/annunci/108306437/
1712,"3-room flat via Pola, Isola, Milan",3,85m²,1,"€ 639,000",https://www.immobiliare.it/en/annunci/108306425/
1713,"3-room flat via Luigi Manzotti, Dergano, Milan",3,85m²,1,"€ 397,000",https://www.immobiliare.it/en/annunci/108306093/
1714,"3-room flat piazzale Susa, Plebisciti - Susa, Milan",3,145m²,2,"€ 981,000",https://www.immobiliare.it/en/annunci/108305589/
1715,"2-room flat viale Monza, Pasteur, Milan",2,80m²,2,"€ 424,000",https://www.immobiliare.it/en/annunci/108305557/
1716,"Apartment via Domenico Scarlatti, Centrale, Milan",5,165m²,2,"€ 1,125,000",https://www.immobiliare.it/en/annunci/108305055/
1717,"Apartment via Friuli, Cadore, Milan",5,200m²,2,"€ 1,609,000",https://www.immobiliare.it/en/annunci/108304973/
1718,"2-room flat via Giuseppe Meda 51, Pezzotti - Meda, Milan",2,70m²,1,"€ 350,000",https://www.immobiliare.it/en/annunci/108020327/
1719,"3-room flat via Gianfranco Zuretti, Cascina dei Pomi, Milan",3,85m²,1,"€ 400,000",https://www.immobiliare.it/en/annunci/108306471/
1720,"Apartment piazza Della Repubblica, Porta Nuova, Milan",5,180m²,2,"€ 1,845,000",https://www.immobiliare.it/en/annunci/108304985/
1721,"2-room flat corso Di Porta Nuova, Porta Nuova, Milan",2,75m²,2,"€ 721,000",https://www.immobiliare.it/en/annunci/108306135/
1722,"3-room flat via Andrea Mantegna, Sempione, Milan",3,100m²,2,"€ 809,000",https://www.immobiliare.it/en/annunci/108305509/
1723,"4-room flat via Ruggero Bonghi, Pezzotti - Meda, Milan",4,125m²,1,"€ 638,000",https://www.immobiliare.it/en/annunci/108305483/
1724,"4-room flat via Benedetto Marcello, Buenos Aires, Milan",4,135m²,1,"€ 765,000",https://www.immobiliare.it/en/annunci/108306449/
1725,"4-room flat viale Vincenzo Lancetti, Farini, Milan",4,120m²,2,"€ 853,000",https://www.immobiliare.it/en/annunci/108305657/
1726,"3-room flat via Delle Forze Armate, Gambara, Milan",3,85m²,2,"€ 473,000",https://www.immobiliare.it/en/annunci/108306161/
1727,"4-room flat via Francesco Nava, Zara, Milan",4,130m²,2,"€ 730,000",https://www.immobiliare.it/en/annunci/108305577/
1728,"Apartment piazzale Lagosta, Isola, Milan",5,200m²,2,"€ 1,439,000",https://www.immobiliare.it/en/annunci/108304951/
1729,"4-room flat via Arbe, Maggiolina, Milan",4,105m²,1,"€ 533,000",https://www.immobiliare.it/en/annunci/108305563/
1730,"3-room flat via Vigevano, Navigli - Darsena, Milan",3,100m²,1,"€ 660,000",https://www.immobiliare.it/en/annunci/108305523/
1731,"4-room flat via Giovanni Pacini, Città Studi, Milan",4,150m²,2,"€ 934,000",https://www.immobiliare.it/en/annunci/108305029/
1732,"Apartment piazzale Aquileia, Dezza, Milan",5,280m²,3+,"€ 2,583,000",https://www.immobiliare.it/en/annunci/108304991/
1733,"4-room flat via Giovanni Battista Pergolesi, Centrale, Milan",4,150m²,2,"€ 1,023,000",https://www.immobiliare.it/en/annunci/108304961/
1734,"3-room flat via Giovanni Da Procida, Sempione, Milan",3,75m²,1,"€ 583,000",https://www.immobiliare.it/en/annunci/108306429/
1735,"3-room flat via Giovanni Pastorelli, Navigli - Darsena, Milan",3,105m²,1,"€ 594,000",https://www.immobiliare.it/en/annunci/108305579/
1736,"3-room flat via Francesco Nullo, Plebisciti - Susa, Milan",3,130m²,1,"€ 992,000",https://www.immobiliare.it/en/annunci/108304995/
1737,"3-room flat via Monte Rotondo, Niguarda, Milan",3,75m²,1,"€ 302,000",https://www.immobiliare.it/en/annunci/108306467/
1738,"2-room flat via Mantova, Porta Romana - Medaglie d'Oro, Milan",2,85m²,1,"€ 540,000",https://www.immobiliare.it/en/annunci/108306089/
1739,"3-room flat via Filippo Argelati, Navigli - Darsena, Milan",3,100m²,2,"€ 689,000",https://www.immobiliare.it/en/annunci/108306085/
1740,"3-room flat via Garigliano, Isola, Milan",3,75m²,1,"€ 558,000",https://www.immobiliare.it/en/annunci/108306055/
1741,"3-room flat corso Di Porta Nuova, Porta Nuova, Milan",3,120m²,2,"€ 1,298,000",https://www.immobiliare.it/en/annunci/108305037/
1742,"3-room flat via Carlo Dolci, San Siro, Milan",3,95m²,1,"€ 427,000",https://www.immobiliare.it/en/annunci/108306137/
1743,"4-room flat via Monte Bianco, Monte Rosa - Lotto, Milan",4,150m²,2,"€ 1,224,000",https://www.immobiliare.it/en/annunci/108305661/
1744,"4-room flat viale Campania, Plebisciti - Susa, Milan",4,130m²,2,"€ 940,000",https://www.immobiliare.it/en/annunci/108304975/
1745,"3-room flat via Grasselli, Porta Vittoria, Milan",3,85m²,1,"€ 523,000",https://www.immobiliare.it/en/annunci/108306081/
1746,"3-room flat via Padova, Parco Trotter, Milan",3,80m²,1,"€ 336,000",https://www.immobiliare.it/en/annunci/108306039/
1747,"4-room flat via Mario Pagano, Pagano, Milan",4,130m²,2,"€ 1,110,000",https://www.immobiliare.it/en/annunci/108305647/
1748,"2-room flat piazza Firenze, Portello - Parco Vittoria, Milan",2,75m²,1,"€ 503,000",https://www.immobiliare.it/en/annunci/108305487/
1749,"4-room flat via Rodolfo Carabelli, Martini - Insubria, Milan",4,135m²,2,"€ 614,000",https://www.immobiliare.it/en/annunci/108304981/
1750,"4-room flat via Marco Greppi, Martini - Insubria, Milan",4,145m²,2,"€ 801,000",https://www.immobiliare.it/en/annunci/108304937/
1751,"3-room flat via Macedonio Melloni, Piave - Tricolore, Milan",3,130m²,2,"€ 950,000",https://www.immobiliare.it/en/annunci/108304963/
1752,"3-room flat viale Lunigiana, Cascina dei Pomi, Milan",3,95m²,1,"€ 497,000",https://www.immobiliare.it/en/annunci/108306163/
1753,"3-room flat via Giuseppe Piolti De Bianchi, Plebisciti - Susa, Milan",3,115m²,2,"€ 939,000",https://www.immobiliare.it/en/annunci/108305471/
1754,"Apartment via Seprio, Frua, Milan",5,170m²,2,"€ 1,428,000",https://www.immobiliare.it/en/annunci/108305049/
1755,"3-room flat via Solari, Solari, Milan",3,90m²,2,"€ 662,000",https://www.immobiliare.it/en/annunci/108305515/
1756,"Apartment via Francesco De Lemene, Certosa, Milan",5,170m²,2,"€ 723,000",https://www.immobiliare.it/en/annunci/108305015/
1757,"4-room flat via Leone Pancaldo, Morgagni, Milan",4,180m²,2,"€ 1,395,000",https://www.immobiliare.it/en/annunci/108305005/
1758,"2-room flat via Nicolo Tartaglia, Cenisio, Milan",2,85m²,1,"€ 520,000",https://www.immobiliare.it/en/annunci/108306461/
1759,"3-room flat via Tolentino, Cenisio, Milan",3,95m²,1,"€ 657,000",https://www.immobiliare.it/en/annunci/108305653/
1760,"2-room flat viale Certosa, Certosa, Milan",2,80m²,1,"€ 356,000",https://www.immobiliare.it/en/annunci/108305537/
1761,"3-room flat viale Carlo Troya, Piazza Napoli, Milan",3,100m²,1,"€ 560,000",https://www.immobiliare.it/en/annunci/108305531/
1762,"3-room flat via Giovanni Cimabue, Monte Stella, Milan",3,90m²,1,"€ 358,000",https://www.immobiliare.it/en/annunci/108305559/
1763,"4-room flat via Sardegna, Frua, Milan",4,115m²,2,"€ 1,084,000",https://www.immobiliare.it/en/annunci/108305063/
1764,"4-room flat via Tito Livio, Martini - Insubria, Milan",4,105m²,2,"€ 531,000",https://www.immobiliare.it/en/annunci/108305651/
1765,"3-room flat via Emilio Cornalia, Melchiorre Gioia, Milan",3,100m²,2,"€ 1,049,000",https://www.immobiliare.it/en/annunci/108304949/
1766,"3-room flat via Ovada, Cantalupa - San Paolo, Milan",3,85m²,1,"€ 405,000",https://www.immobiliare.it/en/annunci/108306447/
1767,"4-room flat via Principe Eugenio, Cenisio, Milan",4,240m²,2,"€ 1,578,000",https://www.immobiliare.it/en/annunci/108305021/
1768,"4-room flat via Carpi, Casoretto, Milan",4,145m²,2,"€ 646,000",https://www.immobiliare.it/en/annunci/108304969/
1769,"4-room flat via Giuditta Sidoli, Città Studi, Milan",4,145m²,2,"€ 1,061,000",https://www.immobiliare.it/en/annunci/108305061/
1770,"3-room flat via Gavirate, San Siro, Milan",3,85m²,1,"€ 390,000",https://www.immobiliare.it/en/annunci/108306409/
1771,"2-room flat via Marghera, Frua, Milan",2,75m²,1,"€ 656,000",https://www.immobiliare.it/en/annunci/108306187/
1772,"3-room flat via Costanza, Washington, Milan",3,90m²,2,"€ 681,000",https://www.immobiliare.it/en/annunci/108306031/
1773,"3-room flat via Vigilio Inama, Città Studi, Milan",3,90m²,1,"€ 623,000",https://www.immobiliare.it/en/annunci/108305467/
1774,"3-room flat via Gustavo Fara, Melchiorre Gioia, Milan",3,105m²,2,"€ 692,000",https://www.immobiliare.it/en/annunci/108306043/
1775,"3-room flat via Messina, Cenisio, Milan",3,90m²,1,"€ 623,000",https://www.immobiliare.it/en/annunci/108306025/
1776,"4-room flat via Ercole Ferrario, Dezza, Milan",4,100m²,1,"€ 860,000",https://www.immobiliare.it/en/annunci/108305591/
1777,"3-room flat via Gustavo Modena, Indipendenza, Milan",3,120m²,2,"€ 923,000",https://www.immobiliare.it/en/annunci/108305525/
1778,"Apartment via Francesco Albani, Monte Rosa - Lotto, Milan",5,280m²,3,"€ 2,024,000",https://www.immobiliare.it/en/annunci/108305079/
1779,"Apartment viale Gran Sasso, Città Studi, Milan",5,150m²,2,"€ 914,000",https://www.immobiliare.it/en/annunci/108305053/
1780,"4-room flat via Ippolito Nievo, Sempione, Milan",4,210m²,3,"€ 1,575,000",https://www.immobiliare.it/en/annunci/108304993/
1781,"3-room flat via Bolzano, Rovereto, Milan",3,90m²,1,"€ 431,000",https://www.immobiliare.it/en/annunci/108306475/
1782,"3-room flat via Francesco Fielfo, Sempione, Milan",3,90m²,2,"€ 742,000",https://www.immobiliare.it/en/annunci/108306087/
1783,"2-room flat via Verbano, Lodi - Brenta, Milan",2,75m²,1,"€ 442,000",https://www.immobiliare.it/en/annunci/108306443/
1784,"2-room flat via Atto Vannucci, Porta Romana - Medaglie d'Oro, Milan",2,80m²,1,"€ 546,000",https://www.immobiliare.it/en/annunci/108305527/
1785,"Apartment via Alfredo Panzini, Pagano, Milan",5,220m²,3,"€ 1,982,000",https://www.immobiliare.it/en/annunci/108305041/
1786,"4-room flat via Moncucco, Famagosta, Milan",4,130m²,2,"€ 605,000",https://www.immobiliare.it/en/annunci/108304959/
1787,"4-room flat via Novara, San Carlo, Milan",4,150m²,2,"€ 659,000",https://www.immobiliare.it/en/annunci/108305569/
1788,"3-room flat viale Corsica, Porta Vittoria, Milan",3,80m²,1,"€ 511,000",https://www.immobiliare.it/en/annunci/108306435/
1789,"3-room flat via Daniele Ricciarelli, San Siro, Milan",3,100m²,1,"€ 405,000",https://www.immobiliare.it/en/annunci/108306071/
1790,"3-room flat via Luca Signorelli, Paolo Sarpi, Milan",3,110m²,1,"€ 738,000",https://www.immobiliare.it/en/annunci/108305497/
1791,"3-room flat via Vespri Siciliani, Piazza Napoli, Milan",3,80m²,1,"€ 446,000",https://www.immobiliare.it/en/annunci/108306417/
1792,"4-room flat via Pompeo Neri, Tripoli - Soderini, Milan",4,95m²,2,"€ 535,000",https://www.immobiliare.it/en/annunci/108306141/
1793,"4-room flat via Andrea Doria, Buenos Aires, Milan",4,120m²,1,"€ 885,000",https://www.immobiliare.it/en/annunci/108306075/
1794,"3-room flat via Mario Morgantini, San Siro, Milan",3,90m²,1,"€ 413,000",https://www.immobiliare.it/en/annunci/108306037/
1795,"3-room flat via Ripa Porta Ticinese, Navigli - Darsena, Milan",3,85m²,1,"€ 590,000",https://www.immobiliare.it/en/annunci/108305511/
1796,"3-room flat via Garigliano, Isola, Milan",3,105m²,2,"€ 837,000",https://www.immobiliare.it/en/annunci/108306451/
1797,"3-room flat via Giorgio Washington, Solari, Milan",3,110m²,2,"€ 994,000",https://www.immobiliare.it/en/annunci/108305683/
1798,"Apartment viale Lungiana, Centrale, Milan",5,180m²,3,"€ 1,034,000",https://www.immobiliare.it/en/annunci/108304989/
1799,"3-room flat corso Lodi, Lodi - Brenta, Milan",3,90m²,1,"€ 502,000",https://www.immobiliare.it/en/annunci/108306159/
1800,"3-room flat viale Zara, Zara, Milan",3,110m²,1,"€ 718,000",https://www.immobiliare.it/en/annunci/108305059/
1801,"2-room flat via Tavazzano, Certosa, Milan",2,70m²,1,"€ 309,000",https://www.immobiliare.it/en/annunci/108306465/
1802,"2-room flat via Filippo Carcano, Monte Rosa - Lotto, Milan",2,85m²,1,"€ 650,000",https://www.immobiliare.it/en/annunci/108306379/
1803,"3-room flat via Alserio, Zara, Milan",3,85m²,1,"€ 545,000",https://www.immobiliare.it/en/annunci/108306375/
1804,"2-room flat viale Stelvio, Zara, Milan",2,100m²,1,"€ 665,000",https://www.immobiliare.it/en/annunci/108306091/
